#Sensor,HR,PULSE,RESP,SpO2,HR_L,PULSE_L,RESP_L,Spo2_L
1,91,91,21,96,0,0,1,0
1,91,91,21,96,0,0,1,0
1,91,91,21,96,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,96,0,0,1,0
1,91,91,21,96,0,0,1,0
1,91,91,21,96,0,0,1,0
1,91,91,21,96,0,0,1,0
1,91,91,21,96,0,0,1,0
1,91,91,21,96,0,0,1,0
1,91,91,21,97,0,0,1,0
1,92,91,21,97,0,0,1,0
1,92,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,90,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,92,91,21,97,0,0,1,0
1,92,91,21,96,0,0,1,0
1,92,91,21,96,0,0,1,0
1,92,91,20,96,0,0,0,0
1,92,91,20,96,0,0,0,0
1,92,91,20,96,0,0,0,0
1,92,91,20,96,0,0,0,0
1,91,91,20,96,0,0,0,0
1,92,91,20,96,0,0,0,0
1,91,91,20,96,0,0,0,0
1,91,92,20,96,0,0,0,0
1,91,92,20,97,0,0,0,0
1,91,92,20,97,0,0,0,0
1,91,92,20,97,0,0,0,0
1,91,92,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,92,91,21,97,0,0,1,0
1,92,91,21,97,0,0,1,0
1,92,91,21,97,0,0,1,0
1,92,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,20,97,0,0,0,0
1,91,91,20,97,0,0,0,0
1,91,91,20,96,0,0,0,0
1,91,91,20,96,0,0,0,0
1,92,91,20,96,0,0,0,0
1,92,91,20,96,0,0,0,0
1,92,91,20,96,0,0,0,0
1,92,91,20,96,0,0,0,0
1,92,91,20,96,0,0,0,0
1,92,91,20,96,0,0,0,0
1,92,91,20,96,0,0,0,0
1,91,91,20,96,0,0,0,0
1,91,91,20,96,0,0,0,0
1,91,91,20,96,0,0,0,0
1,91,92,20,96,0,0,0,0
1,91,92,20,97,0,0,0,0
1,91,91,20,97,0,0,0,0
1,91,91,20,97,0,0,0,0
1,91,91,20,97,0,0,0,0
1,91,91,20,97,0,0,0,0
1,91,91,20,97,0,0,0,0
1,91,91,20,97,0,0,0,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,90,91,21,97,0,0,1,0
1,90,91,21,97,0,0,1,0
1,90,91,21,97,0,0,1,0
1,90,91,21,97,0,0,1,0
1,90,91,21,97,0,0,1,0
1,90,91,21,97,0,0,1,0
1,90,91,21,97,0,0,1,0
1,89,90,21,97,0,0,1,0
1,90,90,21,97,0,0,1,0
1,90,90,21,97,0,0,1,0
1,89,89,21,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,91,89,21,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,91,89,21,97,0,0,1,0
1,91,89,21,97,0,0,1,0
1,91,89,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,92,90,21,97,0,0,1,0
1,92,90,21,97,0,0,1,0
1,92,90,21,97,0,0,1,0
1,92,90,21,97,0,0,1,0
1,92,90,21,97,0,0,1,0
1,92,90,21,97,0,0,1,0
1,92,90,21,97,0,0,1,0
1,92,90,21,97,0,0,1,0
1,88,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,22,96,0,0,1,0
1,91,90,22,96,0,0,1,0
1,91,90,22,96,0,0,1,0
1,91,90,22,96,0,0,1,0
1,91,90,22,97,0,0,1,0
1,91,90,22,97,0,0,1,0
1,91,90,22,97,0,0,1,0
1,91,90,22,97,0,0,1,0
1,91,90,22,97,0,0,1,0
1,91,90,22,97,0,0,1,0
1,90,91,22,97,0,0,1,0
1,90,91,22,97,0,0,1,0
1,90,91,22,97,0,0,1,0
1,90,91,22,97,0,0,1,0
1,90,91,22,97,0,0,1,0
1,90,90,22,97,0,0,1,0
1,90,90,22,97,0,0,1,0
1,90,90,22,97,0,0,1,0
1,90,90,22,97,0,0,1,0
1,90,90,22,97,0,0,1,0
1,90,89,22,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,90,89,21,97,0,0,1,0
1,91,89,21,97,0,0,1,0
1,91,89,21,97,0,0,1,0
1,91,89,21,97,0,0,1,0
1,91,89,21,97,0,0,1,0
1,91,89,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,91,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,91,90,21,97,0,0,1,0
1,90,90,21,97,0,0,1,0
1,90,90,21,96,0,0,1,0
1,90,90,21,96,0,0,1,0
1,90,90,21,96,0,0,1,0
1,90,90,21,96,0,0,1,0
1,90,90,20,96,0,0,0,0
1,90,90,20,96,0,0,0,0
2,93,92,16,100,0,0,0,0
2,93,93,16,100,0,0,0,0
2,93,93,16,100,0,0,0,0
2,94,94,16,100,0,0,0,0
2,94,94,16,100,0,0,0,0
2,94,94,16,100,0,0,0,0
2,94,94,16,100,0,0,0,0
2,93,94,16,100,0,0,0,0
2,93,94,16,100,0,0,0,0
2,93,94,16,100,0,0,0,0
2,92,94,16,100,0,0,0,0
2,92,94,16,100,0,0,0,0
2,92,94,16,100,0,0,0,0
2,92,93,16,100,0,0,0,0
2,91,93,16,100,0,0,0,0
2,91,93,16,100,0,0,0,0
2,91,93,16,100,0,0,0,0
2,91,92,16,100,0,0,0,0
2,91,92,16,100,0,0,0,0
2,91,92,16,100,0,0,0,0
2,91,91,16,100,0,0,0,0
2,91,91,16,100,0,0,0,0
2,91,91,16,100,0,0,0,0
2,90,91,16,100,0,0,0,0
2,90,91,16,100,0,0,0,0
2,90,90,16,100,0,0,0,0
2,90,90,16,100,0,0,0,0
2,90,90,16,100,0,0,0,0
2,90,90,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,91,89,16,100,0,0,0,0
2,91,89,16,100,0,0,0,0
2,91,89,16,100,0,0,0,0
2,91,89,16,100,0,0,0,0
2,91,89,16,100,0,0,0,0
2,91,89,16,100,0,0,0,0
2,91,90,16,100,0,0,0,0
2,92,90,16,100,0,0,0,0
2,92,90,16,100,0,0,0,0
2,92,90,16,100,0,0,0,0
2,92,90,16,100,0,0,0,0
2,92,91,16,100,0,0,0,0
2,92,91,16,100,0,0,0,0
2,92,91,16,100,0,0,0,0
2,92,91,16,100,0,0,0,0
2,91,91,16,100,0,0,0,0
2,91,92,16,100,0,0,0,0
2,91,92,16,100,0,0,0,0
2,90,92,16,100,0,0,0,0
2,90,92,16,100,0,0,0,0
2,90,92,16,100,0,0,0,0
2,90,91,16,100,0,0,0,0
2,90,91,16,100,0,0,0,0
2,90,91,16,100,0,0,0,0
2,89,90,16,100,0,0,0,0
2,89,90,16,100,0,0,0,0
2,89,90,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,90,88,16,100,0,0,0,0
2,90,88,16,100,0,0,0,0
2,91,88,16,100,0,0,0,0
2,91,88,16,100,0,0,0,0
2,91,89,16,100,0,0,0,0
2,92,89,16,100,0,0,0,0
2,92,89,16,100,0,0,0,0
2,92,90,16,100,0,0,0,0
2,92,90,16,100,0,0,0,0
2,92,91,16,100,0,0,0,0
2,93,91,16,100,0,0,0,0
2,93,91,16,100,0,0,0,0
2,93,91,16,100,0,0,0,0
2,93,91,16,100,0,0,0,0
2,93,92,16,100,0,0,0,0
2,93,92,16,100,0,0,0,0
2,93,92,16,100,0,0,0,0
2,93,93,16,100,0,0,0,0
2,93,93,16,100,0,0,0,0
2,93,93,15,100,0,0,0,0
2,92,93,15,100,0,0,0,0
2,92,93,15,100,0,0,0,0
2,92,94,15,100,0,0,0,0
2,92,93,15,100,0,0,0,0
2,91,93,15,100,0,0,0,0
2,91,93,15,100,0,0,0,0
2,91,93,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,90,92,15,100,0,0,0,0
2,90,92,15,100,0,0,0,0
2,90,91,15,100,0,0,0,0
2,90,91,15,100,0,0,0,0
2,90,91,15,100,0,0,0,0
2,90,91,15,100,0,0,0,0
2,90,91,15,100,0,0,0,0
2,90,90,15,100,0,0,0,0
2,90,90,15,100,0,0,0,0
2,89,90,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,90,89,15,100,0,0,0,0
2,90,89,15,100,0,0,0,0
2,90,89,15,100,0,0,0,0
2,91,89,15,100,0,0,0,0
2,91,89,15,100,0,0,0,0
2,91,89,15,100,0,0,0,0
2,92,89,15,100,0,0,0,0
2,92,89,15,100,0,0,0,0
2,92,89,15,100,0,0,0,0
2,92,89,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,91,15,100,0,0,0,0
2,93,91,15,100,0,0,0,0
2,92,91,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,91,91,15,100,0,0,0,0
2,91,91,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,91,89,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,90,90,16,100,0,0,0,0
2,90,90,16,100,0,0,0,0
2,90,90,16,100,0,0,0,0
2,90,90,16,100,0,0,0,0
2,90,90,16,100,0,0,0,0
2,90,90,16,100,0,0,0,0
2,90,90,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,90,89,16,100,0,0,0,0
2,90,88,16,100,0,0,0,0
2,90,88,16,100,0,0,0,0
2,90,88,16,100,0,0,0,0
2,91,88,16,100,0,0,0,0
2,91,88,16,100,0,0,0,0
2,91,88,16,100,0,0,0,0
2,91,89,16,100,0,0,0,0
2,91,89,16,100,0,0,0,0
2,92,90,16,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,91,15,100,0,0,0,0
2,92,91,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,91,92,14,100,0,0,0,0
2,91,93,14,100,0,0,0,0
2,90,92,14,100,0,0,0,0
2,90,92,14,100,0,0,0,0
2,90,92,14,100,0,0,0,0
2,90,92,14,100,0,0,0,0
2,90,91,14,100,0,0,0,0
2,90,90,14,100,0,0,0,0
2,90,90,14,100,0,0,0,0
2,90,90,14,100,0,0,0,0
2,90,90,14,100,0,0,0,0
2,90,90,14,100,0,0,0,0
2,90,90,14,100,0,0,0,0
2,90,89,14,100,0,0,0,0
2,90,90,14,100,0,0,0,0
2,90,90,14,100,0,0,0,0
2,90,90,14,100,0,0,0,0
2,90,90,15,100,0,0,0,0
2,90,90,15,100,0,0,0,0
2,90,89,15,100,0,0,0,0
2,90,89,15,100,0,0,0,0
2,90,89,15,100,0,0,0,0
2,91,89,15,100,0,0,0,0
2,91,89,15,100,0,0,0,0
2,91,89,15,100,0,0,0,0
2,91,89,15,100,0,0,0,0
2,91,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,91,89,15,100,0,0,0,0
2,91,89,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,90,90,15,100,0,0,0,0
2,90,90,15,100,0,0,0,0
2,90,90,15,100,0,0,0,0
2,90,90,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,89,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,93,90,15,100,0,0,0,0
2,93,91,15,100,0,0,0,0
2,93,91,15,100,0,0,0,0
2,94,91,15,100,0,0,0,0
2,93,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,93,15,100,0,0,0,0
2,92,93,15,100,0,0,0,0
2,91,93,15,100,0,0,0,0
2,91,93,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,91,91,15,100,0,0,0,0
2,91,90,15,100,0,0,0,0
2,90,90,15,100,0,0,0,0
2,90,89,15,100,0,0,0,0
2,90,89,15,100,0,0,0,0
2,90,89,15,100,0,0,0,0
2,90,89,15,100,0,0,0,0
2,90,90,15,100,0,0,0,0
2,89,90,15,100,0,0,0,0
2,89,90,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,89,89,15,100,0,0,0,0
2,90,88,15,100,0,0,0,0
2,90,88,15,100,0,0,0,0
2,90,88,15,100,0,0,0,0
2,91,88,15,100,0,0,0,0
2,91,88,15,100,0,0,0,0
2,91,88,15,100,0,0,0,0
2,92,89,15,100,0,0,0,0
2,92,89,15,100,0,0,0,0
2,92,89,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,90,15,100,0,0,0,0
2,92,91,15,100,0,0,0,0
2,92,91,15,100,0,0,0,0
2,92,91,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,92,92,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,91,92,15,100,0,0,0,0
2,90,92,15,100,0,0,0,0
2,90,92,15,100,0,0,0,0
2,90,91,15,100,0,0,0,0
2,90,91,15,100,0,0,0,0
2,89,91,15,100,0,0,0,0
2,89,91,15,100,0,0,0,0
2,89,90,15,100,0,0,0,0
2,89,90,15,100,0,0,0,0
2,89,90,15,100,0,0,0,0
2,88,89,15,100,0,0,0,0
2,88,89,15,100,0,0,0,0
2,88,89,15,100,0,0,0,0
2,88,88,15,100,0,0,0,0
2,87,88,15,100,0,0,0,0
2,87,88,15,100,0,0,0,0
2,87,88,15,100,0,0,0,0
2,87,87,15,100,0,0,0,0
2,87,87,15,100,0,0,0,0
2,87,87,15,100,0,0,0,0
2,87,87,15,100,0,0,0,0
2,88,87,15,100,0,0,0,0
2,88,87,15,100,0,0,0,0
2,88,87,15,100,0,0,0,0
2,88,87,15,100,0,0,0,0
