0,19,47,2.6,15,15,-75,Battery Alarm
1157,59,52,2.5,11,15,-66,Battery Alarm
317,248,1706,2.6,15,13,-80,Battery Alarm
145,45,158,2.6,15,14,-72,Battery Alarm
629,37,121,2.6,5,13,-82,Battery Alarm
0,19,50,2.6,14,14,-75,Battery Alarm
1157,59,52,2.5,15,15,-66,Battery Alarm
317,249,1706,2.6,15,14,-80,Battery Alarm
145,45,158,2.6,15,15,-72,Battery Alarm
638,37,122,2.6,5,14,-81,Battery Alarm
0,19,54,2.6,13,13,-83,Battery Alarm
1157,59,52,2.5,15,15,-66,Battery Alarm
317,251,1706,2.6,11,14,-80,Battery Alarm
145,45,158,2.6,15,15,-72,Battery Alarm
638,37,122,2.6,15,14,-82,Battery Alarm
0,19,55,2.6,11,11,-84,Battery Alarm
1157,59,52,2.5,15,15,-66,Battery Alarm
317,253,1707,2.5,7,14,-80,Battery Alarm
145,45,159,2.6,15,14,-70,Battery Alarm
643,38,123,2.6,15,13,-82,Battery Alarm
0,19,56,2.6,15,14,-75,Battery Alarm
1157,59,52,2.4,15,15,-66,Battery Alarm
370,64,86,2.3,15,15,-61,Battery Alarm
317,254,1708,2.6,10,14,-80,Battery Alarm
145,46,159,2.6,15,14,-72,Battery Alarm
0,19,56,2.5,15,14,-75,Battery Alarm
1157,59,52,2.5,15,15,-66,Battery Alarm
317,254,1708,2.6,15,14,-80,Battery Alarm
145,46,159,2.6,15,14,-72,Battery Alarm
662,43,132,2.6,15,13,-82,Battery Alarm
0,19,56,2.6,15,13,-75,Battery Alarm
1157,59,52,2.5,15,15,-66,Battery Alarm
317,256,1709,2.6,7,14,-80,Battery Alarm
145,46,160,2.6,15,15,-72,Battery Alarm
673,43,138,2.6,10,13,-82,Battery Alarm
1157,59,52,2.5,15,15,-66,Battery Alarm
317,256,1712,2.6,7,13,-80,Battery Alarm
145,46,161,2.6,15,14,-72,Battery Alarm
681,44,140,2.6,10,13,-82,Battery Alarm
1157,59,52,2.5,15,15,-66,Battery Alarm
317,256,1713,2.6,11,13,-79,Battery Alarm
317,256,1715,2.6,11,13,-79,Battery Alarm
145,47,161,2.6,10,14,-70,Battery Alarm
689,44,143,2.6,10,13,-82,Battery Alarm
689,44,144,2.6,10,13,-82,Battery Alarm
0,22,56,2.5,13,13,-75,Battery Alarm
1157,60,52,2.4,15,15,-66,Battery Alarm
370,65,86,2.3,15,15,-61,Battery Alarm
317,258,1715,2.6,15,13,-79,Battery Alarm
145,47,162,2.6,15,14,-70,Battery Alarm
700,45,146,2.6,12,13,-82,Battery Alarm
0,22,56,2.5,13,14,-75,Battery Alarm
1157,60,52,2.5,15,15,-66,Battery Alarm
317,260,1716,2.6,10,13,-80,Battery Alarm
145,47,162,2.6,15,14,-70,Battery Alarm
710,45,146,2.6,15,12,-82,Battery Alarm
710,45,147,2.6,15,12,-82,Battery Alarm
0,22,56,2.6,15,14,-75,Battery Alarm
1157,60,52,2.5,15,15,-66,Battery Alarm
317,260,1716,2.6,15,13,-80,Battery Alarm
145,48,163,2.6,15,14,-70,Battery Alarm
721,46,148,2.6,15,13,-81,Battery Alarm
0,22,56,2.5,15,15,-75,Battery Alarm
1157,61,52,2.5,15,15,-66,Battery Alarm
317,260,1716,2.6,15,14,-80,Battery Alarm
145,48,165,2.6,15,15,-70,Battery Alarm
732,46,150,2.6,15,13,-82,Battery Alarm
0,22,56,2.6,15,14,-75,Battery Alarm
1157,61,52,2.5,15,15,-66,Battery Alarm
317,260,1717,2.5,15,14,-79,Battery Alarm
145,48,165,2.6,10,15,-70,Battery Alarm
739,46,154,2.6,12,13,-81,Battery Alarm
0,26,56,2.6,15,14,-75,Battery Alarm
1157,61,52,2.4,15,15,-66,Battery Alarm
370,65,86,2.3,15,15,-61,Battery Alarm
317,261,1718,2.6,15,14,-79,Battery Alarm
145,48,165,2.6,15,15,-70,Battery Alarm
750,46,155,2.6,15,14,-82,Battery Alarm
0,26,56,2.5,13,13,-75,Battery Alarm
1157,61,52,2.5,15,15,-66,Battery Alarm
317,261,1719,2.5,15,15,-80,Battery Alarm
145,49,165,2.6,15,15,-70,Battery Alarm
761,46,157,2.6,15,14,-81,Battery Alarm
0,26,57,2.6,13,15,-75,Battery Alarm
1157,62,52,2.5,15,15,-66,Battery Alarm
317,261,1720,2.6,12,14,-80,Battery Alarm
145,49,165,2.6,15,15,-70,Battery Alarm
772,48,158,2.6,15,14,-81,Battery Alarm
0,26,59,2.6,15,15,-75,Battery Alarm
1157,62,52,2.5,15,15,-66,Battery Alarm
317,261,1722,2.6,10,14,-80,Battery Alarm
145,50,165,2.6,15,15,-70,Battery Alarm
784,50,159,2.6,9,14,-81,Battery Alarm
0,26,60,2.6,14,14,-75,Battery Alarm
1157,62,52,2.5,15,15,-66,Battery Alarm
317,261,1723,2.5,10,15,-80,Battery Alarm
145,50,165,2.6,15,15,-70,Battery Alarm
794,50,161,2.6,15,13,-82,Battery Alarm
0,26,60,2.5,15,14,-75,Battery Alarm
1161,63,52,2.4,15,15,-66,Battery Alarm
370,68,86,2.3,15,15,-61,Battery Alarm
317,261,1723,2.6,15,14,-79,Battery Alarm
145,50,165,2.6,15,15,-70,Battery Alarm
805,50,164,2.6,15,13,-82,Battery Alarm
0,26,60,2.5,15,14,-75,Battery Alarm
317,261,1725,2.6,15,14,-78,Battery Alarm
145,50,165,2.6,15,15,-70,Battery Alarm
816,51,164,2.6,15,13,-82,Battery Alarm
0,26,61,2.5,15,14,-75,Battery Alarm
317,261,1725,2.5,15,14,-80,Battery Alarm
145,50,166,2.5,15,14,-70,Battery Alarm
825,51,164,2.6,11,14,-82,Battery Alarm
0,26,62,2.5,15,13,-75,Battery Alarm
1190,67,52,2.5,15,15,-66,Battery Alarm
317,262,1725,2.5,15,14,-80,Battery Alarm
145,50,166,2.6,15,14,-70,Battery Alarm
0,26,63,2.5,15,13,-75,Battery Alarm
1201,68,52,2.5,15,15,-66,Battery Alarm
317,262,1729,2.5,10,14,-79,Battery Alarm
145,50,166,2.6,15,14,-70,Battery Alarm
845,53,168,2.6,11,13,-81,Battery Alarm
0,27,63,2.6,13,13,-75,Battery Alarm
1211,68,52,2.4,15,15,-66,Battery Alarm
370,69,86,2.3,15,15,-61,Battery Alarm
317,263,1731,2.5,15,14,-78,Battery Alarm
145,50,167,2.6,15,14,-70,Battery Alarm
857,55,171,2.6,15,13,-82,Battery Alarm
0,27,63,2.5,14,14,-75,Battery Alarm
1222,69,52,2.5,15,15,-64,Battery Alarm
317,263,1732,2.6,15,14,-78,Battery Alarm
145,50,167,2.6,15,15,-70,Battery Alarm
866,57,173,2.6,15,14,-82,Battery Alarm
0,28,63,2.5,14,14,-75,Battery Alarm
1232,69,52,2.5,15,15,-64,Battery Alarm
317,264,1732,2.5,15,14,-78,Battery Alarm
145,50,168,2.6,15,15,-70,Battery Alarm
876,58,177,2.6,13,14,-82,Battery Alarm
0,28,65,2.5,14,13,-75,Battery Alarm
1242,70,52,2.5,15,15,-64,Battery Alarm
317,264,1732,2.5,15,14,-78,Battery Alarm
145,50,169,2.6,15,15,-72,Battery Alarm
887,60,179,2.6,15,14,-82,Battery Alarm
0,28,65,2.5,12,14,-75,Battery Alarm
1253,70,52,2.5,15,15,-64,Battery Alarm
317,264,1733,2.5,11,14,-78,Battery Alarm
145,50,169,2.6,15,14,-70,Battery Alarm
897,60,181,2.6,15,14,-82,Battery Alarm
0,28,68,2.6,12,14,-75,Battery Alarm
1262,71,52,2.4,11,15,-64,Battery Alarm
370,72,86,2.3,12,15,-61,Battery Alarm
317,265,1734,2.5,10,14,-78,Battery Alarm
317,265,1735,2.5,10,14,-78,Battery Alarm
145,50,169,2.6,15,14,-70,Battery Alarm
906,63,181,2.6,10,13,-82,Battery Alarm
0,28,68,2.5,14,15,-75,Battery Alarm
1273,72,52,2.5,11,15,-64,Battery Alarm
317,266,1737,2.5,15,14,-78,Battery Alarm
145,50,169,2.6,15,15,-72,Battery Alarm
910,63,182,2.6,10,13,-82,Battery Alarm
0,28,71,2.5,10,12,-90,Battery Alarm
1284,72,52,2.5,15,15,-64,Battery Alarm
317,266,1739,2.5,10,14,-78,Battery Alarm
145,51,171,2.6,11,14,-71,Battery Alarm
910,63,183,2.6,15,13,-82,Battery Alarm
0,28,72,2.5,15,12,-90,Battery Alarm
1294,72,52,2.5,15,15,-64,Battery Alarm
317,266,1739,2.6,15,14,-78,Battery Alarm
145,52,171,2.6,11,14,-72,Battery Alarm
910,63,185,2.6,15,12,-82,Battery Alarm
0,28,77,2.5,15,12,-89,Battery Alarm
1305,75,52,2.5,15,15,-64,Battery Alarm
317,266,1740,2.5,15,14,-78,Battery Alarm
145,52,171,2.6,15,14,-70,Battery Alarm
910,63,185,2.6,15,12,-82,Battery Alarm
0,30,79,2.5,15,12,-90,Battery Alarm
1316,76,52,2.4,15,15,-64,Battery Alarm
370,74,86,2.3,15,15,-61,Battery Alarm
317,266,1743,2.5,15,13,-78,Battery Alarm
145,52,172,2.6,15,14,-72,Battery Alarm
910,63,185,2.6,15,12,-82,Battery Alarm
0,30,84,2.5,15,11,-90,Battery Alarm
1326,77,52,2.5,15,15,-64,Battery Alarm
317,266,1746,2.5,15,14,-78,Battery Alarm
145,53,172,2.6,15,14,-72,Battery Alarm
910,63,186,2.6,15,13,-82,Battery Alarm
910,63,187,2.6,15,13,-82,Battery Alarm
0,30,89,2.5,9,11,-90,Battery Alarm
1337,77,52,2.5,15,15,-64,Battery Alarm
317,266,1747,2.5,15,14,-78,Battery Alarm
145,53,172,2.6,15,14,-72,Battery Alarm
910,63,187,2.6,15,13,-82,Battery Alarm
0,30,90,2.5,15,11,-89,Battery Alarm
1348,78,52,2.5,15,15,-64,Battery Alarm
317,266,1748,2.5,15,14,-78,Battery Alarm
145,53,172,2.6,15,14,-70,Battery Alarm
910,63,189,2.6,15,13,-82,Battery Alarm
0,30,92,2.5,15,10,-90,Battery Alarm
1358,79,52,2.5,15,15,-64,Battery Alarm
317,266,1751,2.5,7,14,-78,Battery Alarm
145,53,173,2.6,15,14,-71,Battery Alarm
910,63,191,2.6,15,12,-82,Battery Alarm
0,30,95,2.5,15,10,-90,Battery Alarm
1369,79,52,2.4,15,15,-64,Battery Alarm
317,266,1752,2.5,10,14,-78,Battery Alarm
145,53,174,2.6,10,14,-72,Battery Alarm
910,63,193,2.6,15,13,-82,Battery Alarm
0,30,102,2.5,15,11,-90,Battery Alarm
1378,80,52,2.5,15,15,-64,Battery Alarm
317,267,1752,2.5,15,15,-78,Battery Alarm
145,53,174,2.6,15,15,-72,Battery Alarm
910,63,194,2.6,15,13,-82,Battery Alarm
0,30,104,2.5,11,11,-90,Battery Alarm
1389,81,52,2.5,10,15,-64,Battery Alarm
317,267,1752,2.5,15,13,-78,Battery Alarm
145,54,174,2.6,15,14,-71,Battery Alarm
910,63,195,2.6,15,13,-82,Battery Alarm
0,31,104,2.5,11,11,-89,Battery Alarm
0,31,105,2.5,11,11,-89,Battery Alarm
1398,82,52,2.5,10,15,-64,Battery Alarm
317,267,1753,2.5,10,13,-78,Battery Alarm
145,54,175,2.6,15,14,-72,Battery Alarm
910,63,197,2.6,11,11,-82,Battery Alarm
0,31,107,2.5,7,10,-90,Battery Alarm
1400,83,52,2.5,15,15,-64,Battery Alarm
317,268,1758,2.5,11,14,-78,Battery Alarm
910,63,199,2.6,15,12,-82,Battery Alarm
0,31,108,2.5,12,11,-90,Battery Alarm
1400,85,52,2.4,15,15,-64,Battery Alarm
317,269,1758,2.5,9,13,-78,Battery Alarm
145,55,175,2.6,15,14,-70,Battery Alarm
910,63,201,2.6,15,12,-82,Battery Alarm
0,33,111,2.5,15,15,-75,Battery Alarm
1400,86,52,2.5,15,15,-64,Battery Alarm
317,270,1758,2.5,15,13,-78,Battery Alarm
145,55,175,2.6,15,14,-72,Battery Alarm
919,64,205,2.6,15,13,-82,Battery Alarm
0,34,111,2.5,14,14,-75,Battery Alarm
1400,86,52,2.5,15,15,-64,Battery Alarm
317,270,1759,2.5,15,14,-78,Battery Alarm
145,55,175,2.6,15,15,-70,Battery Alarm
928,65,210,2.6,10,12,-82,Battery Alarm
0,34,111,2.5,15,11,-90,Battery Alarm
1400,86,52,2.5,15,15,-64,Battery Alarm
317,270,1761,2.5,15,14,-78,Battery Alarm
145,55,176,2.6,15,15,-70,Battery Alarm
145,55,177,2.6,15,15,-70,Battery Alarm
928,65,212,2.6,15,13,-82,Battery Alarm
1400,86,52,2.5,15,15,-64,Battery Alarm
317,270,1765,2.5,15,14,-78,Battery Alarm
145,55,177,2.6,15,15,-72,Battery Alarm
928,66,213,2.6,7,13,-82,Battery Alarm
0,35,113,2.5,15,12,-90,Battery Alarm
1400,86,52,2.4,15,15,-64,Battery Alarm
317,271,1768,2.5,7,14,-78,Battery Alarm
145,55,177,2.6,15,15,-72,Battery Alarm
928,67,214,2.6,7,13,-82,Battery Alarm
0,36,115,2.5,15,12,-89,Battery Alarm
1400,87,52,2.5,15,15,-64,Battery Alarm
317,272,1768,2.5,12,14,-78,Battery Alarm
145,55,177,2.6,15,14,-70,Battery Alarm
928,67,215,2.6,15,13,-82,Battery Alarm
0,36,116,2.5,15,12,-90,Battery Alarm
1400,87,52,2.5,15,15,-64,Battery Alarm
317,272,1768,2.5,12,14,-78,Battery Alarm
928,67,215,2.6,15,13,-82,Battery Alarm
0,37,117,2.5,15,11,-90,Battery Alarm
1400,88,52,2.5,15,15,-64,Battery Alarm
317,272,1769,2.5,15,14,-78,Battery Alarm
145,56,177,2.6,15,15,-70,Battery Alarm
934,67,218,2.6,15,13,-82,Battery Alarm
0,38,118,2.5,14,15,-75,Battery Alarm
1400,88,52,2.5,15,15,-64,Battery Alarm
317,272,1770,2.5,15,14,-78,Battery Alarm
145,57,177,2.6,15,14,-72,Battery Alarm
944,67,222,2.6,11,13,-82,Battery Alarm
0,38,119,2.5,14,15,-75,Battery Alarm
1400,88,52,2.4,15,15,-64,Battery Alarm
317,273,1772,2.5,7,14,-78,Battery Alarm
145,57,177,2.6,15,14,-70,Battery Alarm
954,67,224,2.6,15,13,-82,Battery Alarm
0,38,121,2.5,14,15,-75,Battery Alarm
1400,88,52,2.5,15,15,-64,Battery Alarm
317,273,1775,2.5,11,15,-78,Battery Alarm
145,58,177,2.6,15,15,-72,Battery Alarm
965,67,227,2.6,15,13,-82,Battery Alarm
0,38,121,2.5,13,15,-75,Battery Alarm
1400,88,52,2.5,15,15,-64,Battery Alarm
317,273,1775,2.5,15,15,-78,Battery Alarm
976,67,227,2.6,15,14,-82,Battery Alarm
0,38,121,2.5,15,15,-75,Battery Alarm
1400,88,52,2.5,15,15,-64,Battery Alarm
317,273,1775,2.5,10,15,-78,Battery Alarm
145,60,177,2.6,11,15,-72,Battery Alarm
986,67,228,2.6,11,14,-82,Battery Alarm
0,38,121,2.5,15,15,-75,Battery Alarm
1400,89,52,2.5,11,15,-64,Battery Alarm
317,273,1777,2.5,9,15,-78,Battery Alarm
145,61,177,2.6,15,15,-70,Battery Alarm
997,67,229,2.6,15,14,-84,Battery Alarm
0,38,121,2.5,15,15,-81,Battery Alarm
1400,90,52,2.4,11,15,-64,Battery Alarm
317,273,1778,2.5,15,14,-78,Battery Alarm
145,61,178,2.6,15,14,-70,Battery Alarm
1008,67,235,2.6,15,13,-82,Battery Alarm
1008,67,236,2.6,15,13,-82,Battery Alarm
0,38,123,2.5,15,14,-82,Battery Alarm
1400,90,52,2.5,15,15,-64,Battery Alarm
317,273,1779,2.5,11,14,-78,Battery Alarm
145,61,178,2.6,15,14,-72,Battery Alarm
1017,67,239,2.6,15,13,-82,Battery Alarm
0,40,124,2.5,15,14,-81,Battery Alarm
1400,90,52,2.5,15,15,-64,Battery Alarm
317,273,1779,2.5,15,14,-80,Battery Alarm
145,62,178,2.6,15,14,-72,Battery Alarm
1026,68,244,2.6,12,14,-83,Battery Alarm
0,40,125,2.5,15,13,-82,Battery Alarm
1400,90,52,2.5,15,15,-64,Battery Alarm
317,274,1780,2.5,15,14,-80,Battery Alarm
145,62,178,2.6,15,15,-72,Battery Alarm
1026,68,245,2.6,15,14,-82,Battery Alarm
0,40,127,2.5,15,14,-81,Battery Alarm
1400,90,52,2.5,15,15,-64,Battery Alarm
317,274,1780,2.5,10,14,-79,Battery Alarm
145,62,180,2.6,11,15,-70,Battery Alarm
1026,68,245,2.6,15,13,-82,Battery Alarm
0,40,128,2.5,15,14,-81,Battery Alarm
1400,90,52,2.4,15,15,-64,Battery Alarm
317,274,1781,2.5,15,14,-80,Battery Alarm
145,62,181,2.6,7,15,-71,Battery Alarm
1026,68,245,2.6,15,14,-82,Battery Alarm
0,43,129,2.5,15,14,-81,Battery Alarm
1400,90,52,2.5,15,15,-64,Battery Alarm
317,274,1782,2.5,10,15,-80,Battery Alarm
145,62,181,2.6,15,15,-70,Battery Alarm
1026,68,248,2.6,15,14,-82,Battery Alarm
0,43,129,2.5,15,14,-82,Battery Alarm
1400,90,52,2.5,15,15,-64,Battery Alarm
317,275,1784,2.5,12,15,-80,Battery Alarm
145,62,181,2.6,15,15,-72,Battery Alarm
1026,69,250,2.6,15,13,-82,Battery Alarm
0,43,129,2.5,15,14,-82,Battery Alarm
1400,91,52,2.5,15,15,-64,Battery Alarm
318,275,1785,2.5,10,15,-80,Battery Alarm
145,62,181,2.6,15,14,-72,Battery Alarm
1026,69,251,2.6,15,12,-83,Battery Alarm
0,43,134,2.5,11,14,-89,Battery Alarm
145,62,181,2.6,15,14,-71,Battery Alarm
1026,69,252,2.6,15,12,-83,Battery Alarm
1400,92,52,2.4,15,15,-64,Battery Alarm
0,44,136,2.5,7,12,-89,Battery Alarm
145,62,181,2.6,15,14,-72,Battery Alarm
318,276,1788,2.5,10,14,-80,Battery Alarm
1026,69,254,2.6,15,12,-83,Battery Alarm
1400,93,52,2.5,15,15,-64,Battery Alarm
0,46,141,2.5,7,12,-90,Battery Alarm
145,62,181,2.6,15,14,-70,Battery Alarm
318,276,1790,2.5,9,14,-80,Battery Alarm
1026,69,255,2.6,10,12,-83,Battery Alarm
1400,93,52,2.5,15,15,-64,Battery Alarm
0,46,145,2.5,7,11,-90,Battery Alarm
145,62,182,2.6,12,14,-72,Battery Alarm
318,277,1791,2.5,7,14,-80,Battery Alarm
1026,69,257,2.6,11,12,-84,Battery Alarm
1400,93,52,2.5,15,15,-64,Battery Alarm
0,46,149,2.5,15,12,-89,Battery Alarm
145,63,182,2.6,15,14,-72,Battery Alarm
318,278,1791,2.5,15,14,-80,Battery Alarm
1026,69,258,2.6,15,12,-83,Battery Alarm
1400,93,52,2.5,15,15,-64,Battery Alarm
145,63,182,2.6,15,14,-72,Battery Alarm
318,278,1791,2.5,15,14,-79,Battery Alarm
1026,70,259,2.6,15,13,-83,Battery Alarm
145,63,182,2.5,15,15,-72,Battery Alarm
318,278,1791,2.5,15,15,-80,Battery Alarm
1026,70,261,2.6,15,14,-83,Battery Alarm
1400,94,52,2.5,11,15,-64,Battery Alarm
145,63,183,2.6,15,15,-72,Battery Alarm
318,279,1793,2.5,15,15,-80,Battery Alarm
1026,70,263,2.6,15,13,-83,Battery Alarm
1400,94,52,2.5,15,15,-64,Battery Alarm
145,63,183,2.6,15,15,-72,Battery Alarm
318,279,1794,2.5,15,14,-79,Battery Alarm
1026,70,263,2.6,15,13,-83,Battery Alarm
1400,95,52,2.5,15,15,-64,Battery Alarm
145,64,183,2.6,11,15,-70,Battery Alarm
318,279,1794,2.5,11,14,-80,Battery Alarm
1026,70,263,2.6,15,13,-83,Battery Alarm
1400,95,52,2.5,15,15,-64,Battery Alarm
145,64,184,2.6,15,15,-70,Battery Alarm
318,279,1794,2.5,15,14,-80,Battery Alarm
1026,70,266,2.6,6,13,-83,Battery Alarm
1400,95,52,2.4,15,15,-64,Battery Alarm
145,64,184,2.5,15,15,-72,Battery Alarm
318,279,1795,2.5,15,14,-80,Battery Alarm
1026,70,269,2.6,12,13,-83,Battery Alarm
145,65,184,2.6,15,15,-72,Battery Alarm
318,279,1795,2.5,15,14,-80,Battery Alarm
1026,70,272,2.6,15,13,-84,Battery Alarm
1400,96,52,2.5,15,15,-64,Battery Alarm
145,65,184,2.6,15,15,-71,Battery Alarm
318,280,1797,2.5,15,14,-80,Battery Alarm
1400,97,52,2.5,15,15,-64,Battery Alarm
145,65,184,2.5,12,14,-70,Battery Alarm
318,280,1800,2.5,15,13,-80,Battery Alarm
1026,71,273,2.6,7,12,-84,Battery Alarm
1400,97,52,2.5,15,15,-64,Battery Alarm
145,65,184,2.5,15,14,-71,Battery Alarm
318,281,1800,2.5,15,13,-80,Battery Alarm
1026,72,273,2.6,15,12,-83,Battery Alarm
1400,97,52,2.4,15,15,-64,Battery Alarm
145,65,185,2.6,15,14,-70,Battery Alarm
318,281,1801,2.5,11,13,-80,Battery Alarm
1026,72,275,2.6,10,12,-84,Battery Alarm
1400,98,52,2.5,15,15,-64,Battery Alarm
145,65,186,2.6,11,14,-71,Battery Alarm
318,281,1802,2.5,11,13,-79,Battery Alarm
1026,72,276,2.6,15,12,-83,Battery Alarm
1400,98,52,2.4,15,15,-64,Battery Alarm
145,66,186,2.6,11,15,-72,Battery Alarm
318,281,1802,2.5,15,13,-80,Battery Alarm
1026,73,276,2.6,15,12,-83,Battery Alarm
1400,98,52,2.5,15,15,-64,Battery Alarm
145,67,187,2.6,15,15,-71,Battery Alarm
318,281,1804,2.5,11,14,-80,Battery Alarm
1026,77,278,2.6,6,13,-83,Battery Alarm
1400,98,52,2.5,15,15,-64,Battery Alarm
145,68,187,2.5,15,14,-71,Battery Alarm
145,68,188,2.5,15,14,-71,Battery Alarm
318,281,1805,2.5,15,14,-79,Battery Alarm
1026,77,278,2.6,15,13,-83,Battery Alarm
1400,99,52,2.4,10,15,-64,Battery Alarm
145,68,188,2.6,15,14,-70,Battery Alarm
318,281,1805,2.5,15,14,-79,Battery Alarm
1026,78,278,2.6,15,13,-83,Battery Alarm
1400,100,52,2.5,12,15,-64,Battery Alarm
145,68,188,2.5,15,14,-70,Battery Alarm
318,281,1805,2.5,15,14,-80,Battery Alarm
1026,78,278,2.6,15,13,-83,Battery Alarm
1400,101,52,2.5,11,15,-64,Battery Alarm
145,68,188,2.6,15,15,-71,Battery Alarm
318,281,1808,2.5,15,14,-80,Battery Alarm
1026,78,280,2.6,15,13,-83,Battery Alarm
1400,101,52,2.5,15,15,-64,Battery Alarm
145,68,188,2.5,15,15,-72,Battery Alarm
318,281,1811,2.5,11,14,-80,Battery Alarm
1026,78,284,2.6,7,11,-83,Battery Alarm
1400,101,52,2.5,15,15,-64,Battery Alarm
145,68,188,2.5,15,15,-71,Battery Alarm
318,282,1812,2.5,12,14,-80,Battery Alarm
1026,78,285,2.6,7,11,-83,Battery Alarm
1400,101,52,2.4,15,15,-64,Battery Alarm
145,68,188,2.5,11,14,-70,Battery Alarm
318,282,1812,2.5,15,14,-80,Battery Alarm
1026,79,287,2.6,15,12,-84,Battery Alarm
1400,101,53,2.5,10,15,-64,Battery Alarm
145,69,188,2.6,15,15,-70,Battery Alarm
318,282,1814,2.5,10,14,-80,Battery Alarm
1026,79,289,2.6,11,13,-83,Battery Alarm
1400,101,53,2.5,15,15,-64,Battery Alarm
145,70,189,2.5,15,15,-72,Battery Alarm
318,282,1814,2.5,10,14,-80,Battery Alarm
1026,79,290,2.6,10,13,-83,Battery Alarm
1400,101,53,2.5,15,15,-64,Battery Alarm
145,70,189,2.5,15,14,-72,Battery Alarm
318,282,1817,2.5,10,14,-79,Battery Alarm
1026,79,294,2.6,15,13,-84,Battery Alarm
1400,101,53,2.5,15,15,-64,Battery Alarm
145,70,190,2.5,15,14,-72,Battery Alarm
318,283,1817,2.5,15,13,-80,Battery Alarm
1026,79,296,2.6,15,12,-83,Battery Alarm
1026,79,297,2.6,15,12,-83,Battery Alarm
1400,101,53,2.4,15,15,-64,Battery Alarm
145,72,190,2.5,15,15,-72,Battery Alarm
318,283,1817,2.5,15,14,-80,Battery Alarm
1026,79,298,2.6,15,14,-83,Battery Alarm
1400,101,53,2.5,15,15,-64,Battery Alarm
145,74,191,2.6,10,15,-70,Battery Alarm
318,283,1817,2.5,15,14,-80,Battery Alarm
1026,79,299,2.6,15,14,-86,Battery Alarm
1400,101,53,2.5,15,15,-64,Battery Alarm
